system:index,station_ID,statistic
26_2,-111.625 31.875_skew,"[3.7996333892786187, 4.296568476785142, 5.691261512197022, 7.287672107672015, 6.53260837521324, 9.900191560558808, 3.5737179706658417, 4.652717287952167, 6.131215228305141, 5.673890636689654, 4.898146159571772, 3.076141515764201]"
26_3,-111.625 31.875_pWD,"[0.24390243902439024, 0.32967032967032966, 0.28362573099415206, 0.27808988764044945, 0.2325, 0.23595505617977527, 0.4666666666666667, 0.5252525252525253, 0.38461538461538464, 0.27514792899408286, 0.2722063037249284, 0.3130699088145897]"
26_4,-111.625 31.875_pWW,"[0.6414342629482072, 0.6917808219178082, 0.6474820143884892, 0.5901639344262295, 0.5772727272727273, 0.6598360655737705, 0.9048543689320389, 0.9001919385796545, 0.7959183673469388, 0.6666666666666666, 0.6254980079681275, 0.6494845360824743]"
27_0,-111.375 31.875_mean,"[0.0018813020132225134, 0.0012422939012414658, 0.0010081518517985736, 4.3024751357734203E-4, 2.181994288028883E-4, 6.070791205274872E-4, 0.0023160294154252452, 0.0021016411793154843, 0.002252211905737173, 0.0012154373801266305, 0.0011643971355767542, 0.0014021319608176035]"
27_1,-111.375 31.875_stdDev,"[0.004316243622915472, 0.0031990152362435945, 0.0030706547774241406, 0.001558510953615133, 6.473226943078009E-4, 0.002478573260768974, 0.004151251424281589, 0.004248345337605354, 0.006443371935188811, 0.0033154942536573976, 0.0035751577638159925, 0.002947685281256039]"
27_2,-111.375 31.875_skew,"[3.6998878719176593, 5.250718719877238, 4.706716607985052, 7.088102106711875, 4.901538312450115, 7.5440622141787985, 2.957492352878044, 4.2420480567889065, 5.6041783104988525, 6.3937940780621565, 4.533068687453644, 2.90239425779261]"
27_3,-111.375 31.875_pWD,"[0.24233983286908078, 0.3295880149812734, 0.29357798165137616, 0.27350427350427353, 0.23737373737373738, 0.2579710144927536, 0.4838709677419355, 0.5949367088607594, 0.4221105527638191, 0.27639751552795033, 0.2823529411764706, 0.3198757763975155]"
27_4,-111.375 31.875_pWW,"[0.6666666666666666, 0.7046979865771812, 0.6689419795221843, 0.6104417670682731, 0.5803571428571429, 0.6549019607843137, 0.9146110056925996, 0.9131238447319778, 0.7905236907730673, 0.697986577181208, 0.6346153846153846, 0.6577181208053692]"
28_0,-111.125 31.875_mean,"[0.0019317779170219289, 0.0013309003879963342, 9.929447076135304E-4, 4.245386860234951E-4, 2.146831827398339E-4, 5.597667879469338E-4, 0.0020050589848038566, 0.0018369748963923552, 0.002143788455548335, 0.001291739674368265, 0.00112554999670375, 0.001555686572804147]"
28_1,-111.125 31.875_stdDev,"[0.0042848385593584355, 0.00339595448480214, 0.0027495151198284086, 0.0016398063714695246, 6.693485172368178E-4, 0.002303393499377739, 0.0034795010849802102, 0.0035741486421996147, 0.006304851632132668, 0.004097290951072326, 0.003473926416074722, 0.003306362919104478]"
28_2,-111.125 31.875_skew,"[3.377885741530524, 5.36385107113402, 4.182317532967939, 7.849138155191883, 5.043880041800565, 8.079440256874005, 2.934648753809323, 3.774078509540826, 5.720663156253638, 6.690938833190253, 4.546688201050459, 3.0708613300395955]"
28_3,-111.125 31.875_pWD,"[0.2513812154696133, 0.31851851851851853, 0.28273809523809523, 0.2747875354107649, 0.22807017543859648, 0.26436781609195403, 0.4489795918367347, 0.5617977528089888, 0.4182692307692308, 0.27439024390243905, 0.28402366863905326, 0.3281733746130031]"
28_4,-111.125 31.875_pWW,"[0.6472868217054264, 0.7084745762711865, 0.6619718309859155, 0.6032388663967612, 0.5882352941176471, 0.6349206349206349, 0.9157088122605364, 0.9058380414312618, 0.7780612244897959, 0.6883561643835616, 0.6374045801526718, 0.6464646464646465]"
29_0,-110.875 31.875_mean,"[0.0019170316552257723, 0.001365024817281777, 8.743534916005899E-4, 4.446540560041155E-4, 1.8555398743886215E-4, 4.3933775604647747E-4, 0.0016604958458710116, 0.0013662922002796857, 0.001816750094477609, 0.0012273186886752093, 0.0010608981460563005, 0.0016155877562819933]"
29_1,-110.875 31.875_stdDev,"[0.004315740854329612, 0.0034421297141587555, 0.002447977841222772, 0.0018707654656484154, 5.857243570726624E-4, 0.001850292227691542, 0.002946338859634222, 0.0029342763917222015, 0.0056770778197714694, 0.004501006128851217, 0.0033698405670370413, 0.00344525049182304]"
29_2,-110.875 31.875_skew,"[3.741852487640896, 5.228797457263123, 4.599207399468472, 8.796542995302076, 4.882410144977749, 9.31560130024529, 3.2167363539991407, 5.08618163435315, 5.855994635771073, 6.8962178524114535, 4.911770652704573, 2.928987582821339]"
29_3,-110.875 31.875_pWD,"[0.2534435261707989, 0.32116788321167883, 0.286144578313253, 0.2711864406779661, 0.24352331606217617, 0.2865853658536585, 0.524390243902439, 0.5333333333333333, 0.46113989637305697, 0.2701863354037267, 0.27485380116959063, 0.3259493670886076]"
29_4,-110.875 31.875_pWW,"[0.642023346303502, 0.697594501718213, 0.6666666666666666, 0.6056910569105691, 0.5982905982905983, 0.6544117647058824, 0.9200743494423792, 0.909433962264151, 0.7813267813267813, 0.7046979865771812, 0.6395348837209303, 0.6644736842105263]"
30_0,-110.625 31.875_mean,"[0.0021916520712828196, 0.0017334796725116234, 9.877134989191953E-4, 5.645954692031283E-4, 2.829776098560385E-4, 5.451812305384212E-4, 0.0021207000111678133, 0.0018309730195454252, 0.0019584561781980404, 0.0013110443012209127, 0.0012263297529905351, 0.002005732778532358]"
30_1,-110.625 31.875_stdDev,"[0.004938941761350721, 0.00387993578960741, 0.0025957720246143393, 0.0021324119321964683, 8.825096675828876E-4, 0.0021649879325118743, 0.0034397987567676867, 0.00362406829431846, 0.005362467393190228, 0.004688633118886109, 0.003464080459219881, 0.004054557951743969]"
30_2,-110.625 31.875_skew,"[4.039292470385199, 4.6630292967169655, 4.36582051627878, 8.126029984796242, 4.337364606218382, 9.44646887388486, 2.605273905249644, 4.876969554584852, 5.561051806281759, 7.103062259394093, 4.101900127127555, 2.626215310849993]"
30_3,-110.625 31.875_pWD,"[0.27507163323782235, 0.32116788321167883, 0.29721362229102166, 0.27586206896551724, 0.25392670157068065, 0.2897196261682243, 0.5, 0.5357142857142857, 0.43915343915343913, 0.277602523659306, 0.2920353982300885, 0.3269230769230769]"
30_4,-110.625 31.875_pWW,"[0.6420664206642066, 0.697594501718213, 0.6734006734006734, 0.6150793650793651, 0.592436974789916, 0.6666666666666666, 0.9259259259259259, 0.9160447761194029, 0.7980535279805353, 0.7062706270627063, 0.6245210727969349, 0.6688311688311688]"
31_0,-111.875 31.625_mean,"[0.00163613164331764, 0.0011406165455848398, 9.876835275470287E-4, 4.103601824768766E-4, 1.3882840290595005E-4, 5.271441984438786E-4, 0.0014456817595754766, 0.0013586833499649093, 0.0015065807736281192, 0.0011020742664883908, 9.903097974069148E-4, 0.001233165171573457]"
31_1,-111.875 31.625_stdDev,"[0.004144676878581067, 0.002875374721413323, 0.0039183322370298776, 0.0015429936319173495, 4.3573793896334084E-4, 0.002594020678913651, 0.00315665884972599, 0.002930515086467769, 0.005064193658403296, 0.0038173899643083585, 0.00344554589345024, 0.0029831234745088765]"
31_2,-111.875 31.625_skew,"[4.236422743803768, 3.827082562794156, 6.807703361624136, 7.024338374346178, 5.323364411667867, 10.46413390317683, 5.489636763512764, 4.433718580031762, 7.359267132338487, 7.096883873191798, 5.5096696411870845, 3.6143780125184253]"
31_3,-111.875 31.625_pWD,"[0.23218997361477572, 0.3274021352313167, 0.2631578947368421, 0.271505376344086, 0.22493887530562348, 0.206266318537859, 0.4806201550387597, 0.45588235294117646, 0.39662447257383965, 0.2577903682719547, 0.26704545454545453, 0.31212121212121213]"
31_4,-111.875 31.625_pWW,"[0.6307053941908713, 0.676056338028169, 0.6293436293436293, 0.5614035087719298, 0.5639810426540285, 0.631336405529954, 0.8737270875763747, 0.871900826446281, 0.7410468319559229, 0.6554307116104869, 0.625, 0.6482758620689655]"
32_0,-111.625 31.625_mean,"[0.001867449170802219, 0.001321846542438281, 0.0010662056344876187, 4.2048764231874316E-4, 1.971141995685133E-4, 6.146083697063442E-4, 0.0023251640467116465, 0.0019167160432993107, 0.0018437075618635956, 0.001197698900602042, 0.0011134262543258278, 0.0014521837108216044]"
32_1,-111.625 31.625_stdDev,"[0.004410442658416481, 0.003245055593443904, 0.003679681659428778, 0.0015741323561636747, 6.67000036350165E-4, 0.0024745593751490423, 0.004143045819469048, 0.003460318306225599, 0.005606556322036, 0.0038666625262896662, 0.0035467828116311126, 0.0031943395477430103]"
32_2,-111.625 31.625_skew,"[3.9129588529382873, 4.039777281167841, 5.428811839983828, 7.082320906470492, 5.531966544007492, 8.169774784757623, 3.427860984834305, 3.659031177404095, 6.3366349191845845, 7.2704963979197, 4.853082245451083, 3.1237599121168516]"
32_3,-111.625 31.625_pWD,"[0.24119241192411925, 0.3248175182481752, 0.2727272727272727, 0.2752808988764045, 0.23308270676691728, 0.23184357541899442, 0.46, 0.5353535353535354, 0.4090909090909091, 0.2781065088757396, 0.27988338192419826, 0.3159509202453988]"
32_4,-111.625 31.625_pWW,"[0.6454183266932271, 0.6941580756013745, 0.6630824372759857, 0.5983606557377049, 0.579185520361991, 0.6611570247933884, 0.9115384615384615, 0.8982725527831094, 0.7985074626865671, 0.6631205673758865, 0.6303501945525292, 0.6530612244897959]"
33_0,-111.375 31.625_mean,"[0.0018856065234041396, 0.0013813523456101884, 0.0010681874948005154, 4.36272457242012E-4, 2.2485456837896715E-4, 6.28428164796502E-4, 0.0025447473480281506, 0.0021967933940659485, 0.00223480208006538, 0.001366983816930742, 0.0011525630212898524, 0.0015507666394114494]"
33_1,-111.375 31.625_stdDev,"[0.004370802876625398, 0.003473705765690582, 0.0032839695012611154, 0.0016002320562788568, 6.983942944532621E-4, 0.0021367473359788845, 0.004140964460400383, 0.003751474068387943, 0.006323722234395021, 0.00449038196501432, 0.0035172755711546464, 0.0033315838666327885]"
33_2,-111.375 31.625_skew,"[3.843175323371189, 4.804053854417841, 4.669926189307554, 7.1126352002241084, 4.480008048028812, 6.439956053505881, 2.6145805056394753, 3.2638992822651205, 5.58598604038494, 7.566363511187662, 4.569378582738932, 2.963634745380627]"
33_3,-111.375 31.625_pWD,"[0.25139664804469275, 0.32342007434944237, 0.2966360856269113, 0.27714285714285714, 0.23469387755102042, 0.25217391304347825, 0.4891304347826087, 0.5595238095238095, 0.41025641025641024, 0.2795031055900621, 0.28273809523809523, 0.32407407407407407]"
33_4,-111.375 31.625_pWW,"[0.6564885496183206, 0.706081081081081, 0.6655290102389079, 0.612, 0.5964912280701754, 0.6588235294117647, 0.9147727272727273, 0.9123134328358209, 0.8024691358024691, 0.6946308724832215, 0.6439393939393939, 0.6486486486486487]"
34_0,-111.125 31.625_mean,"[0.001891903649523573, 0.001425223758313369, 0.0010379697100501763, 4.671909755059317E-4, 2.554760558346822E-4, 6.292975321412086E-4, 0.0026984983813707476, 0.002241242839313975, 0.0023189091583636847, 0.0013334826517582329, 0.0011657502558861394, 0.0015545029513883274]"
34_1,-111.125 31.625_stdDev,"[0.004374137986443865, 0.0036044833504249307, 0.0029399797936734166, 0.0017568935486062108, 8.159193105454694E-4, 0.0019738117186426725, 0.004522249903786461, 0.003967564597483647, 0.0064260275910119425, 0.004438273878287164, 0.003489531437194965, 0.0033242981974892574]"
34_2,-111.125 31.625_skew,"[3.860539833498087, 5.302413065591161, 4.500968112941431, 7.678631651575941, 4.778459900759458, 6.550039304633767, 2.9654503676229895, 3.4667290471475245, 5.393854190716747, 6.34190009369473, 4.4721335010762395, 2.9445903236377076]"
34_3,-111.125 31.625_pWD,"[0.2676056338028169, 0.3233082706766917, 0.2966360856269113, 0.29069767441860467, 0.25064599483204136, 0.28615384615384615, 0.5125, 0.52, 0.42328042328042326, 0.268370607028754, 0.28106508875739644, 0.31974921630094044]"
34_4,-111.125 31.625_pWW,"[0.6415094339622641, 0.7123745819397993, 0.6655290102389079, 0.60546875, 0.5836909871244635, 0.6618181818181819, 0.924074074074074, 0.9284403669724771, 0.805352798053528, 0.7231270358306189, 0.6412213740458015, 0.6644518272425249]"
35_0,-110.875 31.625_mean,"[0.0018671327980311386, 0.0014918578446519617, 9.507052758771952E-4, 5.180611615143124E-4, 2.547288824360079E-4, 5.671418723218219E-4, 0.0026214831394621835, 0.0020459699963797646, 0.0021392396606859706, 0.0013069981739657825, 0.0011323840612667867, 0.0016522227179896283]"
35_1,-110.875 31.625_stdDev,"[0.004460810033890876, 0.003692930812457523, 0.002642032105158945, 0.002052862014973449, 9.075269558703307E-4, 0.0017035774243802674, 0.004438249495829035, 0.0037015942721234664, 0.006013941929761388, 0.0048210652832481925, 0.003441375380550326, 0.003515097973066054]"
35_2,-110.875 31.625_skew,"[4.310865247763336, 5.185353681089824, 4.710269610442997, 8.240384801602454, 5.95663891440301, 6.991479640975002, 3.3555244136047024, 3.539799650926171, 5.530241389104752, 6.911348979456322, 4.747961333575235, 2.821473878602444]"
35_3,-110.875 31.625_pWD,"[0.2792022792022792, 0.3284132841328413, 0.28, 0.2910662824207493, 0.24804177545691905, 0.284789644012945, 0.5342465753424658, 0.5365853658536586, 0.48333333333333334, 0.27070063694267515, 0.2807017543859649, 0.3217665615141956]"
35_4,-110.875 31.625_pWW,"[0.6356877323420075, 0.6972789115646258, 0.688135593220339, 0.5968379446640316, 0.5991561181434599, 0.697594501718213, 0.9287020109689214, 0.9182156133828996, 0.7928571428571428, 0.7189542483660131, 0.6317829457364341, 0.6666666666666666]"
36_0,-110.625 31.625_mean,"[0.0019832973351532764, 0.001639752298340959, 9.92081749994876E-4, 5.778107333753724E-4, 3.53913180807159E-4, 6.337854425293325E-4, 0.002916101615742913, 0.002496931311886233, 0.0021729555279189363, 0.0012706954411830112, 0.0012052211867992415, 0.0017848861885894917]"
36_1,-110.625 31.625_stdDev,"[0.00474071089163508, 0.0037387768595676584, 0.0026136754000626945, 0.0021331318283385123, 0.0012475580820867876, 0.0018677494336969537, 0.004397371344319958, 0.004214913508561251, 0.005390722062210471, 0.004302179336014292, 0.0035788558966721395, 0.0037318412197165684]"
36_2,-110.625 31.625_skew,"[4.461848359190817, 4.654611497193005, 4.514851629222549, 8.31750787845544, 5.8024944254684385, 7.749378196507181, 2.4333127637818763, 3.2741866979075915, 5.005874606432859, 6.492177619979132, 4.51506345440255, 2.8344037505914343]"
36_3,-110.625 31.625_pWD,"[0.2927536231884058, 0.337037037037037, 0.2808641975308642, 0.3032069970845481, 0.25396825396825395, 0.2986577181208054, 0.5333333333333333, 0.5303030303030303, 0.4970414201183432, 0.2819672131147541, 0.29289940828402367, 0.3193548387096774]"
36_4,-110.625 31.625_pWW,"[0.6327272727272727, 0.6915254237288135, 0.6891891891891891, 0.5914396887159533, 0.6033057851239669, 0.7052980132450332, 0.9428571428571428, 0.9368231046931408, 0.8051044083526682, 0.7238095238095238, 0.6259541984732825, 0.6838709677419355]"
37_0,-111.125 31.375_mean,"[0.001977070973351084, 0.0015533959562731843, 0.0011076683113188073, 4.8128954213426774E-4, 2.510936485360498E-4, 6.160812078521597E-4, 0.0025741772629952957, 0.0019629017168596584, 0.0021768188236427365, 0.0013691967612268119, 0.0011950953085033689, 0.0016448328857088966]"
37_1,-111.125 31.375_stdDev,"[0.005011208467969787, 0.0038423476236554887, 0.0033464071916048227, 0.0019747089201934036, 8.720958383003818E-4, 0.0018424294477860537, 0.004543845028591877, 0.003537508226676715, 0.006158360546376558, 0.005002067293233494, 0.0035635774238144792, 0.00370613882736642]"
37_2,-111.125 31.375_skew,"[4.614679972578389, 4.444205699471713, 4.92490366090998, 7.5863789868520835, 5.130528503478551, 5.367195951207265, 3.313856922879436, 4.121808509880955, 5.552651043429281, 6.427817077685278, 4.397124993711424, 3.1491391933197708]"
37_3,-111.125 31.375_pWD,"[0.2618384401114206, 0.33579335793357934, 0.2874251497005988, 0.29428571428571426, 0.24102564102564103, 0.2688821752265861, 0.5128205128205128, 0.5057471264367817, 0.421875, 0.2641509433962264, 0.26956521739130435, 0.33540372670807456]"
37_4,-111.125 31.375_pWW,"[0.6398467432950191, 0.6904761904761905, 0.6608391608391608, 0.584, 0.591304347826087, 0.6691449814126395, 0.9261992619926199, 0.9174484052532833, 0.8014705882352942, 0.7218543046357616, 0.6392156862745098, 0.6409395973154363]"
38_0,-110.875 31.375_mean,"[0.0019701506125916176, 0.0017680926184641989, 0.0011073034965661983, 5.593858732599911E-4, 2.953891991637647E-4, 6.672697299514997E-4, 0.0032599327248747775, 0.0025762282753784725, 0.002285718171051888, 0.00133213845472182, 0.0012434867711098336, 0.0017662627042316999]"
38_1,-110.875 31.375_stdDev,"[0.004985642727531449, 0.004145120760479115, 0.0030429225277358763, 0.002219268502831821, 0.0011643362479352199, 0.0018582233118371865, 0.005362132867112489, 0.004153081516040291, 0.005932545693879119, 0.0048042824383256666, 0.003758788767559775, 0.003876262733566913]"
38_2,-110.875 31.375_skew,"[4.638838702550166, 4.542771115090319, 4.535880307454365, 7.84802271284664, 6.303034717053734, 6.292379553028251, 3.2706512117435715, 2.98606469121167, 5.448061641904916, 7.377088226522356, 4.584671553712167, 3.081336651324479]"
38_3,-110.875 31.375_pWD,"[0.2761627906976744, 0.3333333333333333, 0.2878787878787879, 0.30434782608695654, 0.24736842105263157, 0.3174061433447099, 0.543859649122807, 0.5555555555555556, 0.4619883040935672, 0.27741935483870966, 0.2822822822822823, 0.33860759493670883]"
38_4,-110.875 31.375_pWW,"[0.6557971014492754, 0.6883561643835616, 0.6689655172413793, 0.5843137254901961, 0.6083333333333333, 0.6970684039087948, 0.9449378330373002, 0.927007299270073, 0.8158508158508159, 0.7225806451612903, 0.651685393258427, 0.6513157894736842]"
39_0,-110.625 31.375_mean,"[0.001965613444886541, 0.0017679052032304533, 0.0010911723158692252, 5.92017804592615E-4, 3.946374788819278E-4, 7.028503036036075E-4, 0.0034447868857367904, 0.002873944431289201, 0.0022890003540676322, 0.0012820400117385773, 0.0013242833984066856, 0.001777473876703214]"
39_1,-110.625 31.375_stdDev,"[0.004958999507167924, 0.003987961873737556, 0.0028669840628477434, 0.0022205011623445126, 0.0014924898852058568, 0.0016540789114920411, 0.004859820585752714, 0.004403473654039424, 0.005395194345385103, 0.004159875270651389, 0.004225704655039164, 0.0039012491728732377]"
39_2,-110.625 31.375_skew,"[4.758436841873626, 4.293169028538469, 4.328989017062242, 7.990683353246524, 6.214819696157717, 5.257497325081021, 2.2712733064493826, 2.8289142607207576, 4.996433017476082, 6.512694557458802, 5.548289935685535, 3.363433608213699]"
39_3,-110.625 31.375_pWD,"[0.2903225806451613, 0.33955223880597013, 0.290519877675841, 0.3119533527696793, 0.24468085106382978, 0.3127147766323024, 0.5636363636363636, 0.6031746031746031, 0.46153846153846156, 0.2806451612903226, 0.2857142857142857, 0.3238095238095238]"
39_4,-110.625 31.375_pWW,"[0.6451612903225806, 0.6936026936026936, 0.6723549488054608, 0.5797665369649806, 0.6229508196721312, 0.7055016181229773, 0.9451327433628318, 0.9317773788150808, 0.8190255220417634, 0.7193548387096774, 0.6401515151515151, 0.6688524590163935]"
